森脇耳鼻咽喉科,大阪市平野区喜連西４―７―３３　インペリアルカーサ１階,06-6700-6400,一般,１２歳以上接種対応可
医療法人実恒会　ながはまクリニック,大阪市平野区長吉出戸２―４―２７,06-6760-1002,一般,１６歳以上接種対応可
村上クリニック,大阪市平野区長吉長原２―２―６６,06-6709-1195,一般,
医療法人　細川医院,大阪市平野区長吉長原３―７―１５,06-6709-8210,一般,１２歳以上接種対応可
医療法人慈光会　中谷医院,大阪市平野区長吉長原４―１―１７,06-6708-6345,一般,１２歳以上接種対応可
医療法人栄和会　大同クリニック　長原院,大阪市平野区長吉長原東２－２－２５,06-6776-2228,一般,１２歳以上接種対応可
医療法人吉田整形外科クリニック,大阪市平野区長吉長原東３―２―５　クレストサンシェル１Ｆ,06-6799-3800,一般,１６歳以上接種対応可
医療法人岡部耳鼻咽喉科医院,大阪市平野区長吉六反２―６―３９,06-6709-4849,一般,１２歳以上接種対応可
なかのクリニック,大阪市平野区背戸口５－５－６,06-6702-1230,一般,
はまクリニック,大阪市平野区平野元町１０－２３ １０１号,06-6794-5050,一般,
柳医院,大阪市平野区平野南４－２－３,06-6707-2525,一般,１２歳以上接種対応可
医療法人谷村会谷村外科・内科,大阪市平野区平野南一丁目１０番２４号,090-6666-9345,一般,１２歳以上接種対応可
医療法人孝至会　みのりクリニック,大阪市平野区平野北１－９－８　武陵平野駅前医療複合ビル２階,06-6796-3110,一般,１２歳以上接種対応可
医療法人智絢会　葵クリニック,大阪市平野区平野北2丁目14番6号オオクラ医療複合ビル1階,06-6796-2251,一般,１２歳以上接種対応可
古川耳鼻咽喉科,大阪市平野区流町１―１―６,06-6707-1188,一般,１２歳以上接種対応可
髙橋クリニック,大阪市平野区流町3-12-25,"06-6709-5668
受付時間は17時～19時
（木、土、日、祝）",一般,１２歳以上接種対応可
長岡医院,大阪市平野区流町４―１０―１,06-6799-1077,一般,１２歳以上接種対応可
このまち健診クリニック東天満,大阪市北区東天満1‐1‐15,06-6948-5303,一般,
M's CLINIC 梅田駅前,大阪市北区堂山町18-2　若杉東梅田ビル５F,06-6311-5770,一般,１２歳以上接種対応可
もりた堂島クリニック,大阪市北区堂島１－６－２０　堂島アバンザ５階,06-6345-0946,一般,
福永診療所,大阪市北区堂島２－１－４３,06-6348-1667,一般,１６歳以上接種対応可
堂島内科・消化器内科クリニック,大阪市北区堂島2-4-27　新藤田ビルB1F,06-6343-1000,一般,
大阪梅田　形成外科・リンパ浮腫　LSクリニック,大阪市北区梅田1-11-4　大阪駅前第４ビル　6F,06-6341-2212,一般,
梅田内科ファミリークリニック,大阪市北区梅田１－８－１６　ヒルトンプラザイースト５階,06-6341-8008,一般,１２歳以上接種対応可
医療法人国崇会　北中レディースクリニック,大阪市北区梅田２－２－２　ヒルトンプラザウェスト４Ｆ,06-6348-1404,一般,１６歳以上接種対応可
医療法人メディカル春日会　革嶋クリニック,大阪市北区梅田２－４－１３　阪神産経桜橋ビル２Ｆ,06-6455-2000,一般,
今村クリニック,大阪市北区梅田３―１―１　サウスゲートビル１７階,06-6341-5881,一般,１６歳以上接種対応可
大阪ヘルスケアクリニック,大阪市北区本庄東1-22-1,,一般,１２歳以上接種対応可
みずのクリニック,大阪市北区本庄東２－１０－２１　メゾンドアヴェルＩＶ　１階,06-6459-7680,一般,１２歳以上接種対応可
まさもと耳鼻咽喉科アレルギー科,大阪市淀川区宮原４－３－１２　新大阪明幸ビル１０３,06-6395-3387,一般,１２歳以上接種対応可
おおつきクリニック,大阪市淀川区三国本町２―１８―３０　市岡ビル４階,06-6150-1880,一般,
東淀川病院,大阪市淀川区三国本町３―１８―３,,一般,１２歳以上接種対応可
かわばたレディスクリニック,大阪市淀川区十三東2-5-15　アーリーアーク１階,06-6308-7660,一般,１２歳以上接種対応可
よどがわ内科クリニック,大阪市淀川区十三東２丁目９番１０号十三駅前医療ビル２階,,一般,１６歳以上接種対応可
医療法人　細江クリニック,大阪市淀川区十三東３―５―１３,06-6303-7814,一般,１２歳以上接種対応可
医療法人医伸会　高岡クリニック,大阪市淀川区西宮原3-3-3ファミールハイツ北大阪3号棟101,06-6392-7876,一般,１２歳以上接種対応可
貴生病院,大阪市淀川区西三国1-18-4,,一般,１２歳以上接種対応可
医療法人新医会　山崎クリニック,大阪市淀川区西三国１－２１－３６　カトレアハイツ1階1号室,06-6392-1650,一般,１２歳以上接種対応可
医療法人はるなクリニック,大阪市淀川区西三国１－３－１３　ウイング青山２０２号室,,一般,１２歳以上接種対応可
医療法人敬節会　西中島クリニック,大阪市淀川区西中島３―２―１１,06-6301-5591,一般,
堀クリニック,大阪市淀川区西中島5-9-5　NLC新大阪ビル６階,06-6886-6622,一般,
医療法人すみれ会　今井クリニック,大阪市淀川区西中島6-5-21　グリットビル　２F,06-6829-7926,一般,
吉村内科クリニック,大阪市淀川区東三国２―３８―３　トーヨーハイロンビル１Ｆ,06-6396-0388,一般,１２歳以上接種対応可
医療法人修真会福井整形外科,大阪市淀川区東三国４―１―８,,一般,１２歳以上接種対応可
医療法人吉田医院,大阪市淀川区東三国６－１８－２７,06-6398-3905,一般,１２歳以上接種対応可
笹岡医院,大阪市浪速区元町３―９―１０,06-6647-2201,一般,
医療法人泰弘会えびす診療所,大阪市浪速区戎本町１―６―２２　ニューサノビル１Ｆ,,一般,１６歳以上接種対応可
医療法人正光会　橋村医院,大阪市浪速区大国２－６－１１,06-6641-6512,一般,１２歳以上接種対応可
医療法人　木下医院,大阪市浪速区日本橋５―４―５,06-6631-1078,一般,１２歳以上接種対応可
吉野眼科クリニック,大阪市浪速区敷津西2-2-11,,一般,１２歳以上接種対応可
社会医療法人寿会　富永病院,大阪市浪速区湊町１－４－４８,,一般,
医療法人創和会　そうわ内科クリニック,大阪市浪速区浪速東３－９－１,06-6626-9939,一般,１２歳以上接種対応可
なかえびえ整形外科,大阪市福島区海老江５－６－１１,06-6345-3553,一般,１２歳以上接種対応可
医療法人　美和会　平成野田クリニック,大阪市福島区吉野１－２２－１８,06-6448-5247,一般,
医療法人AWNC　きし脳神経外科リハビリクリニック,大阪市福島区吉野3-22-17,06-6476-8988,一般,
耳鼻咽喉科ふじい医院,大阪市福島区玉川１―７―４,,一般,
医療法人芳朱会　前田ファミリークリニック,大阪市福島区大開３－１－２－１２６,06-6464-1527,一般,
医療法人燦惠会　首藤病院,大阪市福島区野田５―１８―１６,06-6461-1537,一般,
くらます耳鼻咽喉科クリニック,大阪市福島区福島１－１－５１　堂島クロスウォーク４Ｆ,06-6343-3387,一般,１２歳以上接種対応可
水都メディカルクリニック,大阪市福島区福島１－１－５１　堂島クロスウォーク４Ｆ,06-6451-9020,一般,１２歳以上接種対応可
浄正診療所,大阪市福島区福島２―１０―２３,06-6451-0565,一般,１２歳以上接種対応可
医療法人康心会消化器内視鏡クリニック大阪福島院,大阪市福島区福島５－１８－２５ 阪神エヌケー共同ビル３階,06-6454-9000,一般,
こおりやま小児科,大阪市都島区善源寺町２－２－２２　２Ｆ,06-6926-1155,一般,１２歳以上接種対応可能
医療法人　武内小児科・内科,大阪市都島区善源寺町２ー３ー２５,06-6922-4158,一般,１２歳以上接種対応可能
こうり眼科クリニック　,大阪市都島区善源寺町一丁目５番５４号都島高砂ビル５階,06-6929-4345,一般,１２歳以上接種対応可能
鈴木内科クリニック,大阪市都島区東野田町２―９―７　Ｋ２ビル１階,06-6351-1002,一般,１２歳以上接種対応可能
耳鼻咽喉科いわはしクリニック,大阪市都島区内代町2-7-3　オカダ本館ビル１階,,一般,１２歳以上接種対応可能
柏井内科,大阪市都島区友渕町１―６―３　ローレルスクエア都島ノースウィング１階,06-6926-3101,一般,１6歳以上接種対応可能
ふみもとクリニック,大阪市都島区友渕町２－１５－７　ＭＹＳビル２Ｆ,080-1494-4483,一般,１２歳以上接種対応可能
大阪市立総合医療センター,大阪市都島区都島本通２丁目１３－２２,06-6929-3641,一般,
医療法人俊佑会　玉岡耳鼻咽喉科,大阪市鶴見区今津南１―６―２６,06-6963-8701,一般,１２歳以上接種対応可
服部クリニック,大阪市鶴見区今津北５－１１－１２　ＡＣＬクリニックモール２階,06-6180-8031,一般,
寺内クリニック,大阪市鶴見区浜３―２―３,,一般,
藍の都脳神経外科病院,大阪市鶴見区放出東２－２１－１６,"①080-9126-0353
②080-4495-2981
③070-1786-5140",一般,１２歳以上接種対応可
医療法人晃和会　北田医院,大阪市鶴見区放出東２―４―１,06-6961-2817,一般,１２歳以上接種対応可
すなみ内科クリニック,大阪市鶴見区放出東３―２１―５０　ＪＲ放出駅ＮＫビル２０１,06-4258-1114,一般,１２歳以上接種対応可
医療法人峻正会　長谷川医院,大阪市鶴見区諸口４―１５―１５,,一般,１２歳以上接種対応可
コープおおさか病院,大阪市鶴見区鶴見３―６―２２,0570-06-1100,一般,
橋内耳鼻咽喉科,大阪市鶴見区鶴見４―１６―４６,090-4288-3387,一般,１２歳以上接種対応可
